Movie Name,United Kingdom,Spain,Italy,Germany,France,Poland,Sweden,Norway,Belgium,South Africa,Netherlands,Türkiye,Israel,Ukraine,Hungary,Denmark,Finland,Czech Republic,Switzerland,Slovakia,United Arab Emirates,Iceland,Bulgaria,Egypt,Romania,Greece,Croatia,Serbia and Montenegro,Lebanon,Mexico,Brazil,Venezuela,Argentina,Chile,Uruguay,Japan,Russia/CIS,Australia,Hong Kong,New Zealand,Malaysia,Singapore,Philippines,Taiwan,Thailand,Peru,Colombia,Central America+,Puerto Rico,Ecuador,Dominican Republic,Bolivia,Domestic,Austria,Portugal,Estonia,South Korea,Slovenia,Middle East Other,Lithuania,Pakistan,Czech Republic/Slovakia,Kenya,Latvia,Cyprus,Nigeria,North Macedonia,India,Indonesia,Vietnam,China,Kuwait,Bahrain,Qatar,Jordan,East Africa,Oman,Curaçao,Central America,Switzerland (German),Switzerland (French),Switzerland (Italian),Saudi Arabia,Jamaica,Lesser Antilles,Aruba,Middle East/UAE,Russia/CIS/Ukraine,Russia,Netherlands Antilles,Switzerland (French/Italian),West Indies,Bangladesh,South Africa/Nigeria,S/E/W Africa,Greece and Cyprus,Guatemala,Costa Rica,El Salvador,Panama,Honduras,Nicaragua,Sri Lanka,Paraguay
Pirates of the Caribbean: At World's End (2007),"$81,415,664","$31,487,539","$22,456,358","$59,421,928","$48,233,187","$5,707,873","$11,655,071","$8,012,130","$10,029,123","$2,125,665","$13,770,170","$5,406,093","$1,740,605","$3,193,670","$2,255,796","$9,525,999","$4,321,409","$2,148,858","$7,999,532","$545,918","$1,716,451","$685,192","$544,122","$357,535","$449,942","$5,078,196","$466,984","$139,815","$130,304","$24,332,139","$15,770,834","$3,336,141","$4,889,474","$2,772,756","$210,834","$91,119,039","$30,850,884","$29,085,288","$5,353,051","$4,714,947","$3,980,470","$3,402,148","$3,379,807","$4,574,302","$4,463,110","$1,421,409","$3,034,778",,,"$1,197,279",,"$238,954",,"$7,727,830","$3,063,423","$497,320","$31,568,003","$626,747",,"$351,629",,,,"$463,285",,"$55,002",,"$5,389,149","$2,138,791",,"$16,970,000",,,,,"$165,818",,,"$1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,
Bug (2006),"$2,922",,,,"$216,244",,,,,,,"$223,853",,"$96,400",,,,,,,"$83,100",,,,"$6,402",,,,,"$4,721","$110,479","$31,797","$6,619",,,,"$195,770",,,$273,,,"$43,482","$2,351","$17,078",,,,,,,,"$7,025,810",,"$23,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Brooks (2007),"$1,085,224","$2,682,606","$1,101,012","$945,454","$2,492,724","$341,050","$169,569","$133,727","$610,212","$212,342","$458,816","$518,294",,,"$249,749","$264,435","$50,875","$126,607",,"$22,750","$243,448","$68,013","$45,368","$28,717","$78,273","$151,872","$57,550",,"$31,078","$2,486,164","$1,015,743","$290,154","$239,813","$65,055","$28,320","$28,751","$1,009,441","$742,475",,"$153,709",,,,,"$1,280","$60,969",,,,,,"$7,252",,"$57,109","$573,946",,"$904,970","$27,040",,,,,,,,,,,,,,,,,,,,,"$32,480",,,,,,,,,,,,,,,,,,,,,,,,,
Eagle vs Shark (2007),"$299,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,656",,"$611,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88 Minutes (2007),"$327,792","$3,919,422",,,"$2,416,901",,,,,"$109,153",,"$435,848",,,,,,,,,"$398,830","$3,896","$78,519",,"$120,440","$709,936",,"$26,292","$33,347","$2,848,332",,"$463,693","$396,117","$71,011","$17,711","$56,359",,,,,,,"$112,940","$258,519",,"$126,963",,,,,,"$8,002",,,"$468,059",,"$1,777,484",,,,,,,,,"$14,256",,,,,,"$160,214",,,,,,,"$19,882",,,,,,,,,,,,,,,,,,,,,,,,,
The Breed (2006),"$199,647","$625,095","$512,073",,,,,,,"$7,767",,,,,,,,,,,"$182,480",,,,,,,,,,,,,,,,"$104,673",,,,,,,,,,,,,,,,,,"$43,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashback (2006),"$6,103","$206,570",,,"$714,496",,"$1,777",,"$46,907",,"$89,003","$51,400",,,,,,,,,,,"$8,266",,,,,,,"$800,541","$32,266","$25,803",,"$7,195",,,,"$30,596","$148,350",,,"$28,479",,,,,,,,,,,,,"$23,744",,"$47,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean's Thirteen (2007),"$26,483,353","$10,979,002","$8,106,142","$16,958,691","$13,629,574","$1,367,618","$2,970,946","$2,427,178","$3,043,627","$1,474,708","$4,480,692","$2,405,706","$828,917","$872,197","$892,519","$1,538,878","$1,345,363","$553,102","$3,260,300","$163,944","$1,022,501","$212,050","$388,204","$368,762","$249,091","$2,681,857","$287,689","$124,793","$123,768","$5,382,669","$4,650,864","$1,009,467","$1,249,931","$370,211","$80,204","$27,311,581","$6,745,631","$10,384,499","$1,566,989","$1,396,154","$549,297","$1,207,429","$984,536","$1,017,123","$868,894","$355,466","$984,092",,,"$245,820",,"$41,701",,"$2,683,733","$1,789,744","$218,645","$9,708,656","$265,150",,"$188,513",,,,"$221,275",,"$39,295",,"$1,209,886","$747,062",,,,,,"$105,462","$126,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them (2006),"$228,638","$122,673",,,"$1,649,229",,,,"$150,757",,,"$50,749",,,,"$3,661","$17,394",,,,,,,,"$2,206",,,,,,,"$246,830",,,,,,,,,,,,,,"$168,078",,,,,,"$32,889","$50,057",,"$5,069",,"$448,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flanders (2006),"$9,803",,,,"$361,701",,,,"$1,174",,,,,,,,,,,,,,,,,,,,,,,,"$6,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Canoes (2006),"$309,029",,"$19,680","$131,967",,,,,,,"$37,436",,,,,"$40,103",,,,,,,,,,,,,,,,,,,,,,"$2,519,614",,,,,,,,,,,,,,,"$283,654","$8,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hostel: Part II (2007),"$3,600,663","$1,990,699","$1,238,420","$2,175,461","$1,154,466","$479,944","$259,888",,"$454,120","$57,816",,"$864,452","$17,902","$159,897",,,,"$75,804",,"$11,617",,"$59,563","$30,578",,,"$362,263","$40,267",,,"$621,584",,"$195,463","$254,255","$96,773","$20,648","$67,116","$1,620,124","$812,175",,"$6,972",,"$84,703",,,,"$121,933","$162,483",,,,,"$12,286",,"$601,377","$210,888","$35,855","$5,274","$53,378",,"$50,487",,,,"$30,580",,,,,,,,,,,,"$6,843",,,,,,,,,,"$13,714",,,,,,,,,,,,,,,,,,
Paranoid Park (2007),"$196,301","$63,314","$941,585",,"$1,894,719",,"$112,089","$23,004","$116,449",,,"$33,774",,,$392,,,,,,,,,,"$7,130",,,"$5,797",,"$113,010","$161,931",,"$10,033",,,,"$78,463","$71,749",,,,,,"$37,035",,"$33,861",,,,,,$973,,"$27,658","$74,278",,"$55,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surf's Up (2007),"$9,206,107","$6,980,489","$2,351,388","$7,261,073","$13,062,666","$2,739,652","$913,230","$1,274,888","$868,111","$1,189,456","$1,123,701","$605,667","$795,216","$464,459","$485,322","$1,080,461","$70,913","$608,425","$1,101,265","$127,774","$171,135","$73,205","$92,804","$40,777","$109,028","$755,315","$84,499","$38,659","$21,575","$6,029,634","$5,066,689","$1,682,778","$688,672","$647,465","$126,230","$2,859,624","$5,354,164","$5,377,761","$105,904","$987,671","$243,285","$486,905","$278,987","$227,261","$315,120","$408,011","$682,013",,,"$418,856","$44,290","$48,884",,"$884,149","$1,072,599","$160,801","$1,881,530","$151,273",,"$444,484",,,,"$239,686",,"$17,183",,"$163,715","$248,404",,,"$118,301","$53,407","$38,255","$21,184","$15,761","$10,637","$13,746","$699,283","$532,335","$520,009","$20,002",,"$11,686","$25,642","$16,483",,,,,,,,,,,,,,,,,,
Fantastic Four: Rise of the Silver Surfer (2007),"$24,658,767","$10,489,003","$10,037,641","$3,467,498","$13,871,113","$215,935","$544,110","$676,886","$1,443,464","$1,520,782","$790,411","$5,884,205","$293,931","$372,344","$300,907","$943,022","$273,526","$143,823","$638,105","$18,761","$880,703","$144,659","$81,342","$205,727","$97,485","$995,730","$57,482","$60,968","$56,738","$16,355,376","$9,044,926","$2,207,729","$1,267,020","$773,574","$116,148","$8,032,056","$3,691,836","$8,166,482","$2,414,398","$1,411,681","$2,078,387","$2,493,746","$3,048,616","$2,248,436","$2,354,239","$970,375","$1,535,263",,"$1,851,526","$604,440","$218,867","$125,232",,"$697,698","$778,998","$48,452","$9,328,953","$50,083",,"$38,541",,"$185,431",,"$54,226",,"$65,320",,"$2,059,601","$1,844,603","$125,326",,"$359,057","$96,844","$124,258","$37,137","$101,186","$40,485",,"$1,548,668",,,,,"$137,055","$330,929",,,,,,,,,,"$1,763,121",,,,,,,,,
Nancy Drew (2007),"$1,744,531",,,,,,"$33,485","$352,436",,"$73,103",,,,,,,,,,,"$40,735","$42,841",,,,,,,,,,,,,,,,"$2,160,930",,"$273,190",,"$172,149","$129,087",,,,,,,,,,"$25,661,055",,,,,,,,,,,,,"$15,554",,,,,,,,,,"$16,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Proof (2007),"$1,600,208","$2,295,987","$3,077,701","$5,023,358","$4,986,012","$1,304,833","$448,932","$391,037","$535,050","$24,091","$512,831","$419,345","$250,064","$124,213","$269,658","$389,104","$299,639","$108,661","$706,121","$27,295","$87,572","$91,063","$31,679",,,"$558,290","$36,486",,"$20,132","$140,116","$452,647",,"$47,515",,,"$949,914","$1,731,918","$837,625","$62,237","$209,577",,"$73,548","$72,946",,"$61,857",,,,,"$9,482",,$331,,"$626,679","$469,879","$46,845","$733,424","$39,461",,"$67,117",,,,"$53,963",,,,,,,,,"$32,588","$36,923",,,"$2,207",,,"$504,366","$177,754","$24,001",,,,,,,,,,,,,,,,,,,,,,
Rescue Dawn (2006),"$554,373",,,,,,,,"$4,823",,"$77,129",,,,,,"$7,242",,,,"$133,770","$6,583",,,,"$18,186",,,"$19,195",,"$142,322",,,,,,,"$491,626",,"$61,958",,,,,,,,,,,,,,,"$71,861",,,,,,,,,,,,,,,,,"$97,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Amateurs (2005),"$9,308",,,,,,,,,,,,,,,,,,,,,,,,"$36,391",,,,,,,,,,,,,,,,,,,"$2,220",,,,,,,,,"$16,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Minutes (2006),"$10,375","$1,094,987","$1,092,673","$4,448,930","$1,348,693",,,,"$18,778",,"$68,618",,,,,,,,"$249,244",,,,,,,,,,,,"$2,860","$48,651","$159,960","$3,099","$4,413","$350,927",,"$91,432",,,,,,"$15,331",,,,,,,,,,"$145,304",,,"$112,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comedy of Power (2006),"$16,721","$634,681","$129,200","$573,144","$6,992,466",,"$6,620",,,,"$39,212",,,,,,,,"$138,127",,,,,,,,,"$2,622",,"$25,777","$133,720",,"$188,654","$26,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Search of a Midnight Kiss (2007),"$401,614","$439,808",,,,,,,,,,,,,,,,,,,,,,,,"$267,156",,,,,,,,,,,"$12,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exiled (2006),"$52,918",,,,"$97,692",,,,"$11,221",,,,,,$75,,,,,,,,,,,,,,,,,,,,,,"$1,678","$14,611","$687,434",,,,,"$4,801",,,,,,,,,,,,,"$14,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal II: Living the Dream (2007),"$2,260,082","$607,578","$2,017","$123,461","$548,900",,,,,"$13,200",,,,,,,"$2,649",,,,,"$16,948",,,,,,,,"$2,188,459",$188,,,,,"$1,451,868","$160,000","$42,355",,,,"$26,272",,,,"$38,335","$58,839","$20,174",,"$78,163",,,,,,,$350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicko (2007),"$743,485","$70,264","$2,038,301","$482,258","$2,036,068",,"$295,908","$302,739","$242,559","$5,562","$128,867","$7,029","$3,671",,"$20,708","$962,429","$45,552","$4,267","$285,018","$5,263","$19,884","$38,986",,,,"$65,605","$9,998",,"$5,343","$96,636","$137,682",,"$67,898","$4,399","$8,631","$1,750,530",,"$852,688","$15,974","$63,993",,"$25,268",,,,,,,,,,,"$24,540,079","$147,246","$32,954",,"$236,478","$21,124",,,,,,,,,,,,,,"$15,153","$2,793","$2,769",,,$596,,,"$152,729","$119,386","$12,903",,,,,,,,,,,,,,,,,,,,,,
Awesome; I Shot That! (2006),"$15,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Mighty Heart (2007),"$793,453","$1,645,166","$49,722","$361,323","$1,511,864","$221,702","$86,848","$104,307","$211,472","$113,997","$334,572",,"$122,044",,,"$36,820",,"$7,926","$271,494","$9,080","$109,356",,,,"$42,345","$113,230",,,"$33,676","$518,975","$209,426",,,,,"$1,124,225",,"$976,700",,"$138,541",,,,,,,,,,,,,,"$66,400","$299,798",,,,"$65,436","$56,422",,"$24,524",,,,"$5,774",,"$165,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408 (2007),"$6,568,607","$5,798,948","$5,542,670","$5,018,077","$3,008,068","$1,454,287","$1,263,915","$268,877","$796,442","$178,609","$1,355,950","$1,183,519","$188,538","$337,801","$163,685","$598,268","$373,262","$352,775","$806,996","$95,590","$316,110","$69,648","$46,512","$87,162","$145,818","$707,268","$82,008",,"$32,068","$3,345,643","$3,882,863","$161,830","$262,789","$203,975","$27,503","$1,753,618","$3,846,359","$2,747,361","$619,546","$523,668","$129,081","$317,939","$433,277","$539,424","$232,031","$182,747","$241,289","$124,628",,"$69,902",,,,"$503,269","$478,407","$45,148","$1,745,381","$31,268",,"$140,002",,,,"$60,642",,,,"$35,252","$98,641","$119,111",,"$152,680","$132,839","$106,263",,,"$16,182",,,"$459,861","$309,353","$37,782",,,,,,,,,,,,,,,,,"$8,702",,,,,"$10,055"
Death at a Funeral (2007),"$1,909,738","$3,949,527","$3,318,228","$1,738,889","$2,174,809","$645,029","$205,984","$62,178","$71,989","$96,289","$125,345","$29,424",,,"$44,412","$45,611","$35,491",,"$1,698,070",,"$16,063","$145,749","$24,432","$7,141",,"$220,869","$103,503",,"$8,744",,"$631,260",,"$2,153,078","$163,556","$226,394",,"$364,895","$14,683,516",,"$2,632,381",,"$66,179",,"$25,473",,"$188,547",,,,,,,,"$134,174","$140,719",,"$121,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introducing the Dwights (2007),"$3,652",,"$386,825",,,,,,,,,,,,,,,,,,,,,,,$670,,,,,,,,,,,,"$1,226,536",,"$6,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Free or Die Hard (2007),"$28,090,800","$11,308,156","$4,957,726","$23,881,663","$20,248,492","$2,270,171","$3,674,563","$4,170,397","$3,393,683","$1,401,204","$3,309,546","$1,491,208","$815,696","$1,061,289","$1,384,554","$4,491,711","$1,489,791","$520,881","$3,218,906","$128,635","$1,504,521","$432,518","$400,228","$347,497","$200,351","$1,289,309","$169,833","$76,513","$186,851","$7,073,690","$5,164,575","$1,069,735","$1,282,272","$547,363","$85,896","$33,657,070","$8,751,638","$9,959,235","$2,391,659","$1,451,376","$1,524,691","$1,331,173","$2,119,470","$3,717,440","$2,765,829","$297,504","$777,168","$650,074","$1,188,774","$259,022","$180,610","$63,073",,"$3,370,620","$1,407,774","$245,556","$21,672,512","$217,263",,"$194,772",,"$613,335",,"$238,017",,"$76,518",,"$3,737,068","$1,756,831","$193,105","$3,979,257","$652,151","$340,113","$223,082","$129,843","$122,050","$78,106",,,,,,,"$169,730","$282,489",,,,,,,,,,"$1,700,386",,,,,,,,,
License to Wed (2007),"$1,902,964","$3,584,341","$1,667,294","$1,476,011","$225,095",,"$2,572","$23,510","$207,107","$728,565","$258,708","$423,278","$247,527",,,,,,,,"$217,676","$59,194",,,,"$351,793",,,"$51,271","$4,836,620","$1,702,810","$1,634,682","$497,401","$206,006","$61,844",,,"$2,720,584",,"$168,747",,"$198,689","$256,986","$85,133",,"$593,850","$397,765",,,"$187,001",,"$58,858",,"$503,091","$492,410",,,,,,,,,,,"$22,305",,"$54,139","$162,593",,,,,,,"$33,888",,,"$79,199",,,,,,,,,,,,,,,,,,,,,,,,,
Evening (2007),"$99,517","$532,194","$1,160,067","$123,818",,"$205,509","$91,522",,"$21,098","$76,723","$66,983","$148,174","$134,141",,"$247,477","$51,403","$18,815","$12,222","$148,883","$9,149","$15,776","$7,523",,,,"$110,921",,,"$22,561","$350,306","$361,959",,"$193,691","$31,877","$15,607","$929,223","$13,080","$1,633,367","$64,602","$256,015","$6,384","$9,410","$15,961","$23,184",,,,,,,,,,,"$117,439",,"$140,005",,,"$9,837",,,,"$22,690",,,,"$11,858",,,,"$10,607","$2,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Almighty (2007),"$12,173,462","$6,384,385","$5,830,269","$3,922,792","$1,686,367","$789,910","$438,623","$329,083","$901,139","$727,930","$1,162,201","$641,586","$719,040","$449,864","$668,371","$658,588","$226,453","$85,361","$476,206","$31,060",,"$163,848","$23,427",,"$117,568","$721,710","$77,254","$1,104","$48,198","$5,693,632","$3,755,266","$1,791,072","$355,290","$395,196","$26,898",,"$3,359,954","$6,588,360","$1,478,372","$837,170","$243,950","$717,118","$750,801","$866,578",,"$657,765","$823,351","$962,111",,"$373,063",,"$51,795",,"$1,294,439","$1,006,707","$67,716","$1,681,633","$90,823",,"$119,125",,"$112,660",,"$88,999","$104,449","$18,774",,,,"$53,646",,,,,,"$14,460",,,"$136,421",,,,,,"$5,033",,,,,,,,,,,,,,,,,,,
Transformers (2007),"$48,603,202","$10,534,627","$11,301,608","$14,628,550","$17,020,320","$2,135,366","$3,385,777","$2,509,124","$2,902,541","$1,526,713","$3,737,800","$2,706,558","$923,822","$2,067,953","$1,030,130","$2,116,888","$830,463","$578,012","$1,626,498","$159,008","$1,590,786","$312,843","$199,300","$229,614","$226,130","$1,605,125","$229,992","$82,693","$125,254","$17,976,243","$8,169,293","$2,192,044","$2,715,552","$2,288,900","$41,358","$34,299,435","$15,138,081","$23,929,895","$5,182,819","$5,410,155","$5,326,029","$4,654,481","$5,842,454","$11,461,300","$4,251,228","$1,717,721","$2,285,370","$3,275,000",,"$944,206",,"$206,391",,"$2,302,614","$1,795,481","$140,859","$36,079,196","$164,829","$727,137","$297,438",,"$702,122",,"$159,499","$145,229","$58,280",,"$3,011,203","$2,486,545","$153,495","$37,218,823",,,,,"$100,364",,,"$394,139",,,,,,,,,,,,,,,,,,,,,,,,,
Captivity (2007),"$1,599,336","$550,412","$1,750,776",,"$245,877","$160,970",,,"$113,841","$38,603",,"$202,892",,"$25,160",,,,,,,"$39,185",,,"$13,959",,,,,"$17,287","$572,902",,"$296,357",,"$169,465",,,"$432,800","$21,561","$54,488",,,"$44,618",,"$52,024","$79,619","$198,602",,,,,,"$29,825",,,"$98,574",,"$1,485,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Potter and the Order of the Phoenix (2007),"$101,429,485","$24,972,080","$26,410,993","$65,901,311","$51,829,614","$5,830,726","$10,357,428","$7,868,228","$9,945,009","$1,954,413","$14,261,585","$4,857,459","$2,469,155","$2,058,044","$2,924,179","$9,295,332","$4,110,858","$3,280,377","$6,447,583","$784,620","$1,630,711","$599,691","$284,191","$346,511","$336,817","$3,841,643","$569,645","$268,856","$190,925","$24,736,826","$17,525,883","$3,502,788","$4,323,719","$3,223,184","$320,863","$80,564,009","$16,338,294","$29,118,872","$6,650,517","$4,761,160","$2,359,764","$3,701,795","$4,704,425","$8,695,033","$5,728,373","$1,564,195","$1,564,970",,,"$1,057,234",,"$334,228","$292,382,727","$6,528,208","$2,881,941","$251,637","$24,765,134","$414,365",,"$297,423",,,,"$338,453",,"$56,765",,"$5,732,191","$3,275,264","$34,047","$19,410,000",,,,,"$177,639",,,"$373,515",,,,,,,,,,,,,,,,,,,,,,,,,
I Now Pronounce You Chuck & Larry (2007),"$8,371,790","$3,640,103","$2,192,361","$13,764,841","$355,495","$623,886","$858,338","$847,916","$881,448","$497,075","$1,734,146","$877,962","$615,836","$570,923","$1,051,240","$389,434","$73,601","$73,606","$1,260,717","$44,864","$323,389","$143,543","$67,082",,"$232,347","$601,523","$76,491","$18,162","$88,064","$5,207,139","$2,059,195","$387,591","$339,987","$154,650","$18,044",,"$3,113,921","$5,989,271","$466,837","$565,265","$387,781","$643,372","$558,424","$1,079,003","$263,333","$222,866","$109,102","$443,939",,"$66,945",,"$11,432",,"$2,490,006","$1,078,685","$110,013","$407,062","$119,482",,"$118,594",,"$111,226",,"$106,934","$76,970","$5,184",,,,"$64,772",,,,,,"$21,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,
See No Evil (2006),,"$1,006,430","$1,023,761",,,,,,"$63,437",,"$145,407","$96,850",,,,,,,,,,"$19,519","$13,437",,,,,,,"$212,400",,"$143,499","$70,333",,,,"$309,497",,,,,,,"$89,799","$31,813","$70,398",,,,,,$972,"$15,032,800",,"$84,608",,"$149,507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer in Berlin (2005),,"$434,761",,"$6,738,421",,,,,,,,,,,,,,,"$340,646",,,,,,,,,,,,,,,,,,"$27,598",,,,,,,"$2,216",,,,,,,,,,"$165,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Road to Guantanamo (2006),,"$38,975","$118,887","$39,275",,,,"$63,682","$21,351",,"$24,549",,,,,"$19,327",,,"$124,904",,"$40,932",,,,"$8,869","$33,300",,"$6,626","$4,462","$51,663",,"$4,045","$35,087","$7,614",,,,"$67,671",,,,,,,,,,,,,,,"$326,876",,,,"$6,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of the Spear (2005),,"$118,816",,,,,,,,,,,,,,,,,,,,,,,,"$34,350",,,,,,,,,,,,"$5,441",,,,,,"$2,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoop (2006),,"$7,559,594","$5,595,044","$2,148,928","$5,443,492","$556,465","$153,114","$192,947","$332,054","$31,849","$41,249",,,"$24,104",,"$168,850",,"$34,508","$950,462","$1,622",,"$10,740",,"$20,074","$36,171","$444,350",,,,"$284,068","$1,084,524",,"$389,462","$192,110","$86,282",,"$351,543","$831,952","$84,663","$140,877",,,,"$34,435","$22,238",,,,,,,,,"$262,130","$763,919",,"$398,332",,,"$20,570",,,,,,,,,,,,,"$2,507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Groomsmen (2006),,"$124,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$532,508",,,,,,,,,,,,,"$33,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Secret Life of Words (2005),,"$4,092,793","$246,596","$351,468","$428,355",,"$6,580",,"$51,362",,,,,,,,,"$13,632","$270,326","$6,933",,,,,,,,,,"$143,777","$96,651","$12,316","$158,515",,"$13,893","$381,798",,,,"$38,412",,,,,,"$4,856",,,,,,,,"$39,469","$30,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invincible (2006),,"$31,836",,"$79,902",,,,,,,,,,,,,,,,,,"$4,303",,,,,,,,"$377,784",,,,,,,,"$91,443",,"$59,320",,,,,,,,,,"$15,008",,,,$498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idiocracy (2006),,"$10,340","$29,315","$6,851","$4,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$207,,,,,,,,,,,,,"$444,093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bow (2005),,"$177,567","$74,419",,,,,,,,,,,,,,,,,,,,,,,,,,,"$825,137",,,"$931,554",,,,,,,,,,,"$12,393",,,"$11,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tiger and the Snow (2005),,"$2,590,529","$17,451,649",,"$2,806,686",,"$25,839",,,,"$38,843","$708,839",,,,,,"$11,301","$864,444",,"$4,435",,,,,"$339,850",,,"$7,498","$115,484","$45,964",,"$93,280","$55,130","$4,924",,"$60,000","$51,338","$38,116",,,,,,,"$97,772",,,,,,,,,,,"$37,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Marine (2006),,"$26,314","$47,439","$27,324","$8,165",,,,,"$172,506",,,,,,,,,,,"$139,471",,,,,,,,,"$437,490",,"$141,160",,,,"$12,310",,,,"$215,633",,,"$404,754",,,"$65,478",,,"$503,575",,"$67,469",,,,,,$300,,,,,,,,,,,"$384,422","$204,270","$66,555",,"$110,210","$60,863","$25,103",,,"$10,631",,"$106,635",,,,,"$38,624","$44,123",,,,,,,,,,,,,,,,,,,
Flicka (2006),,"$3,865","$17,194","$19,622","$13,419","$5,055",,,,"$13,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$693,241",,"$112,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,864","$11,582",,,,,,,,,,,,,,,,,,,
Death of a President (2006),,"$21,405","$164,858",,,,"$8,348",,"$1,681",,,"$11,856",,,,,,,,,"$5,583","$1,272",,,,,,,"$1,867","$76,000","$9,145",,,,,,,,,,,,,,,,,,,,,,,,"$4,410",,"$43,841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Secrets (2001),,"$61,455",,,,,,"$4,320",,,,,,,,,,,,,,,,,,,,,,"$279,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Long Weekend (2005),,"$1,006,565",,"$188,986",,,,,,,"$453,178","$494,580",,,,,,,,,"$47,481","$46,075",,,,,,,"$25,899","$517,898",,,,,,,"$268,130","$260,396",,,,,,"$23,347",,,,,,,,,"$1,286",,"$133,553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
